epoch,train_loss,val_oa,val_aa,val_kappa
1,1.4488217533794359,0.408780487804878,0.2726851631366179,0.3284407478563406
2,0.5599455635139451,0.7112195121951219,0.5150793146761924,0.671915939543429
3,0.27709153451112456,0.675609756097561,0.4780640721138171,0.6304688308963566
4,0.16717800582081427,0.6673170731707317,0.647218251669709,0.6293822153299667
5,0.11549602581572208,0.9697560975609756,0.9782016124300404,0.9655639266010403
6,0.09352563054877032,0.9409756097560975,0.8452403844289438,0.9323712354320743
7,0.06760650853977941,0.9760975609756097,0.9645879792722086,0.9727677261905343
8,0.058875095840282596,0.9604878048780487,0.8975215156047538,0.9549056195392145
9,0.08069414824631485,0.8160975609756097,0.8386908948855102,0.7937834866693705
10,0.03222944897758966,0.9960975609756098,0.9971010289615725,0.9955512237254324
11,0.026806731802114223,0.9804878048780488,0.9588565949960011,0.977741832949199
12,0.07132313102356916,0.6097560975609756,0.5897180794027412,0.5666275750645963
13,0.033108451414095956,0.9946341463414634,0.9816236873786204,0.9938813475253511
14,0.01564860696123427,0.771219512195122,0.6650930641924517,0.7314299952568322
15,0.11856530220718903,0.9941463414634146,0.9954296953804231,0.9933251462362779
16,0.02243389251663672,0.9741463414634146,0.9802206411833545,0.9705458332858922
17,0.01697811380310477,0.9946341463414634,0.9974406635878139,0.9938829458973013
18,0.010504070073406932,0.9960975609756098,0.9968979838259925,0.9955513757777293
19,0.02723831184804512,0.5560975609756098,0.3852731669083865,0.4815144835475694
20,0.03086043853454966,0.9941463414634146,0.985487427555009,0.9933225172589856
21,0.021510326987538297,0.9965853658536585,0.9972348257916044,0.996106959589698
22,0.013230590011262252,0.9160975609756098,0.9313639994045113,0.904012840392355
23,0.013746136968188959,0.9975609756097561,0.998275444435083,0.9972196234366485
24,0.005659442839682906,0.9985365853658537,0.9994356458205745,0.9983317215683988
25,0.05998167944295198,0.6990243902439024,0.6494327726430987,0.6502793672983214
26,0.03203808868137199,0.9931707317073171,0.978136869156137,0.9922105338009908
27,0.011120278349758672,0.9980487804878049,0.9983942063977894,0.9977754978137484
28,0.007666502718155541,0.9985365853658537,0.9988189057600264,0.9983314518078517
29,0.017516002323408702,0.9209756097560976,0.9121679829730072,0.910032841669992
30,0.06432852375306142,0.9970731707317073,0.9981775004466623,0.9966625604402164
31,0.009813542118631684,0.9951219512195122,0.9948450270519167,0.9944392800576579
32,0.008566788383517215,1.0,1.0,1.0
33,0.004766473416223169,0.9995121951219512,0.9995719178082192,0.999443792219223
34,0.002426828556223673,0.9990243902439024,0.9990467077241856,0.9988876146197826
35,0.0015335506879623096,1.0,1.0,1.0
36,0.0008803596776438576,0.9995121951219512,0.9995719178082192,0.999443792219223
37,0.04317750492373307,0.7565853658536585,0.7343841235520452,0.7254239763020989
38,0.04896844408800101,0.9985365853658537,0.9991010876183677,0.9983318138825092
39,0.0049157812259411834,0.9980487804878049,0.995681518965297,0.9977756571170021
40,0.01099567017322071,0.9848780487804878,0.9845066816845502,0.9827711150084328
